ADDRESS,LOCALITY,STATE,ZIP CODE,COUNTY,STREET,TYPE,PRICE,BEDS,BATHS,BUILD DATE,LOT SIZE,SQFT,FEES,VIEW COUNT,DAYS POSTED,DESCRIPTION
        546 Cardinal St      ,Alpena,MI, 49707 ,Alpena ,Cardinal St,Single-Family Home,$134900,4,2,1975,0.30,2154,,33,295,This Single-Family Home is located at 546 Cardinal St Alpena MI is currently for sale and has been listed on Trulia for 33 days. This property is listed for $134900. 546 Cardinal St4 beds 2 baths and approximately 2154 square feet. The price per square foot is $63. The property has a lot size of 0.30 acres sqft and was built in 1975. 546 Cardinal St is in Alpena MI.              
        7647 Cathro Rd      ,Alpena,MI, 49707 ,Alpena ,Cathro Rd,Single-Family Home,$140000,4,1,1970,2.00,1676,,114,413,You'll enjoy country living in this charming rustic ranch style home on 2-1/2 acres just a short drive from town. This 1700 square foot 4 bedroom 1 bath home has new stainless appliances beautiful hardwood floors throughout and gorgeous mature trees. The garage features an oversized door and 11 foot ceilings for your projects plus it is wired for welder use. There is also a second barn in the back for even more storage or a hobby farm. Newer furnace and water heater. This home is move-in ready!              
        9220 Cathro Rd      ,Alpena,MI, 49707 ,Alpena ,Cathro Rd,Single-Family Home,$359900,4,3,2002,15.00,2540,,216,756,It's the best of both worlds with this executive home situated on 15 acres of peaceful & private countryside living. Home boasts many amenities including 4 bedrooms 3 1/2 baths maple kitchen cabinets granite counter tops breakfast nook with walkout to deck custom designed tile flooring oak staircase to upper level cut stone gas fireplace finished walk-out basement with custom maple bar central air conditioning 3756 total square feet living space 2 car attached garage outdoor hot tub 30' x 80' pole barn (30x30 portion is heated) huge fenced dog kennel paved driveway central heating system plus outdoor wood stove and much more. Agent owned.              
        100 Channel Road 2      ,Alpena,MI, 49707 ,Alpena ,Channel Road 2,Lot/Land,$17500,,,,0.32,,,106,122,This unique property is located on the corner of Channel Road #2 and Harbor Drive with 10' frontage on Channel to Lake Huron. Paved road frontage. Just minutes to Lake Huron amenities and convenient to Alpena Township shopping.              
        101 Channel Road 3      ,Alpena,MI, 49707 ,Alpena ,Channel Road 3,Single-Family Home,$134900,3,2,1971,0.53,2670,,20,72,If you like to boat kayak paddleboard or fish you'll love this waterfront home on the canal. Just walk a few steps outside your door. Quiet location on a corner lot. This home offers main level living with an incredible family room on the 2nd level. Everything that you need is on the main floor. Enjoy a formal dining area with a new window a spacious kitchen a bonus sitting room and gas fireplace. The spacious bathroom has a new tub and two sinks. The house exterior is maintenance free so no painting required. Central air will add a little chill to those hot humid summer days. The upper level has a beautiful vaulted tongue and groove ceiling. Leave the great room as is or section off to create more rooms. The patio off the back of the garage is a great sitting area near the water.              
        229 Charlotte St      ,Alpena,MI, 49707 ,Alpena ,Charlotte St,Single-Family Home,$49000,3,1,,4356,984,,93,281,This three bedroom one bath home sets on a beautiful corner lot. Includes a one car detached garage and newer windows.              
        10253 Chippewa Dr      ,Alpena,MI, 49707 ,Alpena ,Chippewa Dr,Single-Family Home,$109900,2,0,1962,3920,560,,109,109,Adorable two bedroom cottage on Long Lake. This 50' of frontage is located in a quiet bay not far from the city of Alpena. Nice open floor plan and large deck for enjoying your view of the lake. Enjoy your summer days here with family and friends.              
        10253 Chippewa Dr      ,Alpena,MI, 49707 ,Alpena ,Chippewa Dr,Single-Family Home,$109900,2,0,1962,3920,560,,109,109,Adorable two bedroom cottage on Long Lake. This 50' of frontage is located in a quiet bay not far from the city of Alpena. Nice open floor plan and large deck for enjoying your view of the lake. Enjoy your summer days here with family and friends.              
        724 Clinton St      ,Alpena,MI, 49707 ,Alpena ,Clinton St,Single-Family Home,$50000,2,1,1969,4277,860,,97,427,This cute two bedroom one bath ranch style home is conveniently located close to shopping schools and beaches Includes a one car detached garage and some appliances. Immediate occupancy.              
        114 Colorado Rd      ,Alpena,MI, 49707 ,Alpena ,Colorado Rd,Single-Family Home,$175000,4,2,1965,0.32,2560,,51,219,Enjoy the comfort of warm wood laminate floors custom window treatments abundant storage & quality made built ins throughout. Eat in kitchen boasts oak cabinets tumbled stone back splash center island & low maintenance counter tops. Open to living room featuring bow window w/leaded glass inserts. Upstairs you will find 3 spacious bedrooms w/lots of closet space & outlets. The full bath features his/hers sinks bonus dressing table & laundry shoot. Lower walkout level features cozy family room w/gas (Vent less) fireplace 3/4 bath 4th bedroom laundry room w/a view access to insulated semi-finished 12x40 crawl space & 18x12 tiled 3 season room w/walk out to the gorgeous Perennial gardens.              
        122 Colorado Rd      ,Alpena,MI, 49707 ,Alpena ,Colorado Rd,Single-Family Home,$69900,2,2,,0.26,1536,,12,100,Cute Township ranch with beautiful fenced treed private back yard. A newer deck off the back expands the space for entertaining and a fire pit add to the charm. Close to town but all the feel of country living. Two bedrooms and 1 bath on the main level with a partially finished basement offering an additional bedroom 3/4 bath and laundry room facilities and storage. Basement is accessible from the house or garage. Newer roof and flooring. 1 car attached garage.              
        127 Colorado Rd      ,Alpena,MI, 49707 ,Alpena ,Colorado Rd,Single-Family Home,$65000,3,1,1957,,936,,103,271,This adorable three bedroom one bath ranch style home sets just outside the city limits. Recently updated kitchen and bathroom. Also includes a one car attached garage with workshop!!              
        132 Colorado Rd      ,Alpena,MI, 49707 ,Alpena ,Colorado Rd,Single-Family Home,$39000,2,1,,10454,768,,69,226,Tired of paying rent? Owner financing available! This 2 bedroom 1 bath home is a perfect investment home or starter home! This home offers a large living room 1.5 car garage and a great lot! Land contract terms are $6000 down $375.00 a month at 11% interest.              
        1200 Crestview Dr      ,Alpena,MI, 49707 ,Alpena ,Crestview Dr,Single-Family Home,$99000,3,1,,9199,1040,,36,175,Neat and clean 3 bedroom ranch recently replaced window panes 2 car garage on corner lot. Attached garage and main floor laundry are an added convenient bonus. Great location and just outside the city limits.              
        403 Dawson St      ,Alpena,MI, 49707 ,Alpena ,Dawson St,Single-Family Home,$45000,3,1,,9147,1888,,109,578,Affordable 3+ bedroom and full bath city home located on a corner low maintenance lot just walking distance to the college downtown and the riverfront bike path. Priced under assessed value and has yielded $650 mo. rent. Two driveways make for ample parking. Upgrades include a new water heater (2016) new plumbing (2015) updated bath 100 amp electrical GFI's in kitchen and bath and newer main level bedroom carpet. Walk in to a bright and open porch/entry off the kitchen or step down to the full basement. There are original wood floors in the living areas and this 1400 sq.ft. home has forced air heat upstairs and down electric dryer hookup a spacious pantry and vinyl siding.              
        227 E Bingham St      ,Alpena,MI, 49707 ,Alpena ,E Bingham St,Single-Family Home,$129000,3,2,1967,5715,1547,,28,269,Very nice cap cod home with a white picket fenced yard. Large kitchen features updated counters formal dining room spacious living room has coved ceilings and there is a main floor master bedroom and bath. Upstairs offers second full bath and 2 very large bedrooms. Full basement is partially finished for extra family comfort storage and work area. 2-car attached garage has overhead door with electric opener and pull down storage. Just minutes from Lake Huron beaches shopping and restaurants.              
        145 E Birch St      ,Alpena,MI, 49707 ,Alpena ,E Birch St,Lot/Land,$6500,,,,9801,,,61,4,Great Building site for your new family or retirement home with city water and sewer.              
        213 E Blair St      ,Alpena,MI, 49707 ,Alpena ,E Blair St,Single-Family Home,$70500,2,2,,9239,902,,6,64,Great starter or retirement home. Freshly painted thru out even the basement. Beautiful hardwood floors in the kitchen dining room and both bedrooms plus all newer cabinets and appliances in the kitchen. All newer windows in the basement and almost all newer windows thru-out. 100 amp breaker box nicely landscaped and there's a 3/4 bath in the basement. Selling in as is condition.              
        120 E Maple St      ,Alpena,MI, 49707 ,Alpena ,E Maple St,Single-Family Home,$89900,3,1,,9147,2336,,,9,Home has 3 bedrooms 1 full bath and utility room all on main floor. There is an awesome upstairs bonus room that is 75% remodeled and ready for a new buyers finishing touch newer roof hot water boiler attached garage fenced back yard covered front porch and a great quiet city location.              
